Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2001,236188,Olympic College,1,Bremerton Campus,5897,0,0,0
2001,236230,Pacific Lutheran University,1,Main Campus,3426,0,0,0
2001,178721,Park University,11,Fairchild AFB,9482,0,0,0
2001,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,68,0,0,0
2001,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,58,0,0,0
2001,236258,Peninsula College,1,Main Campus,3579,0,0,1
2001,236212,Perry Technical Institute,1,Perry Technical Institute,478,0,0,0
2001,235237,Pierce College District,1,Pierce College Fort Steilacoom,6498,0,0,0
2001,368629,Pima Medical Institute-Seattle,1,Seattle Campus,350,0,0,0
2001,236382,Renton Technical College,1,Renton Technical College,4616,0,0,0
2001,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1474,0,0,0
2001,236513,Seattle Central College,1,Seattle Central College,6822,0,0,0
2001,439914,Seattle Institute of East Asian Medicine,1,Main Campus,27,0,0,0
2001,236577,Seattle Pacific University,1,Main Campus,3615,0,0,0
2001,236595,Seattle University,1,Main Campus,5981,0,0,0
2001,236610,Shoreline Community College,1,Shoreline Community College,6748,0,0,0
2001,236638,Skagit Valley College,1,Mount Vernon Campus,5377,0,0,0
2001,236638,Skagit Valley College,2,Whidbey Island Campus,5377,0,0,0
2001,236638,Skagit Valley College,4,San Juan Center,5377,0,0,0
2001,236656,South Puget Sound Community College,1,Main Campus,4581,0,0,0
2001,236504,South Seattle College,1,South Seattle College,5679,0,0,0
2001,236504,South Seattle College,2,Georgetown Campus,5679,0,0,0
2001,236692,Spokane Community College,1,Main Campus,6858,0,0,0
2001,236708,Spokane Falls Community College,1,Main Campus,9335,0,0,0
2001,236744,Stylemaster College of Hair Design,1,Main Campus,41,0,0,0
2001,236753,Tacoma Community College,1,Tacoma Community College,5848,0,0,0
2001,235167,The Evergreen State College,1,Main Campus,4227,0,1,0
2001,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,,0,0,0
2001,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,68,0,0,0
2001,236328,University of Puget Sound,1,Main Campus,2848,0,0,0
2001,377555,University of Washington-Bothell Campus,1,Bothell Campus,1679,0,0,0
2001,236948,University of Washington-Seattle Campus,1,Main Campus,37412,0,0,0
2001,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,1998,0,0,0
2001,236887,Walla Walla Community College,1,Walla Walla Campus,4435,0,0,0
2001,236896,Walla Walla University,1,Main Campus,1823,0,0,0
2001,236939,Washington State University,1,Pullman Campus,21073,0,0,0
2001,236975,Wenatchee Valley College,1,Main Campus,2835,0,0,0
2001,237011,Western Washington University,1,Bellingham Campus,12409,0,0,0
2001,237039,Whatcom Community College,1,Main Campus,3993,0,1,6
2001,237057,Whitman College,1,Whitman College,1439,0,0,0
2001,237066,Whitworth University,1,Main Campus,2107,0,0,0
2001,237109,Yakima Valley College,1,Main Campus,4118,0,0,0
2002,235547,Bastyr University,1,Main Campus,1154,0,0,0
2002,234696,Bellingham Technical College,1,Main Campus,3060,0,0,0
2002,234827,Central Washington University,1,Central Washington University,9203,0,0,0
2002,234845,Centralia College,1,Centralia College,3336,0,0,0
2002,234845,Centralia College,2,Centralia College - East Campus,3336,0,0,0
2002,234951,Clover Park Technical College,1,Lakewood Campus,8052,0,0,0
2002,235097,Eastern Washington University,1,EWU Main Campus,9924,0,1,14
2002,235316,Gonzaga University,1,Main Campus,5254,0,0,0
2002,235334,Grays Harbor College,1,Main Campus,2181,0,0,0
2002,235422,Heritage University,1,Heritage University Main Campus,1276,0,0,0
2002,235431,Highline College,1,Highline College,6787,0,0,0
2002,235750,Lower Columbia College,1,Lower Columbia College,3472,0,0,0
2002,236258,Peninsula College,1,Main Campus,4223,0,0,0
2002,236258,Peninsula College,2,Forks Branch,4223,0,0,0
2002,236258,Peninsula College,3,Port Townsend Branch,4223,0,0,0
2002,236212,Perry Technical Institute,1,Perry Technical Institute,467,0,0,0
2002,235237,Pierce College District,1,Pierce College Fort Steilacoom,7157,0,0,0
2002,236577,Seattle Pacific University,1,Main Campus,3684,0,0,0
2002,236610,Shoreline Community College,1,Shoreline Community College,7200,0,0,0
2002,236656,South Puget Sound Community College,1,Main Campus,4666,0,0,0
2002,236504,South Seattle College,1,South Seattle College,6665,0,0,0
2002,236692,Spokane Community College,1,Main Campus,7139,0,0,0
2002,236708,Spokane Falls Community College,1,Main Campus,9257,0,0,0
2002,236753,Tacoma Community College,1,Tacoma Community College,6554,0,0,0
2002,235167,The Evergreen State College,1,Main Campus,4367,0,0,0
2002,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2111,0,0,0
2002,236896,Walla Walla University,1,Main Campus,1865,0,0,0
2002,236939,Washington State University,1,Pullman Campus,21880,0,0,0
2002,236975,Wenatchee Valley College,1,Main Campus,3132,0,0,0
2002,237011,Western Washington University,1,Bellingham Campus,13865,0,0,0
2002,237039,Whatcom Community College,1,Main Campus,4219,0,0,0
2002,237057,Whitman College,1,Whitman College,1454,0,0,0
2003,235547,Bastyr University,1,Main Campus,1164,0,0,0
2003,235671,Bates Technical College,1,Downtown Campus,6046,0,0,0
2003,234669,Bellevue College,1,Main Campus,12621,0,0,0
2003,234696,Bellingham Technical College,1,Main Campus,2704,0,0,0
2003,234711,Big Bend Community College,1,Main Campus,2090,0,0,0
2003,234827,Central Washington University,1,Central Washington University,9903,0,0,0
2003,234845,Centralia College,1,Centralia College,4068,0,0,0
2003,234845,Centralia College,2,Centralia College - East Campus,4068,0,0,0
2003,234933,Clark College,1,Main Campus,10043,0,0,0
2003,234951,Clover Park Technical College,1,Lakewood Campus,7342,0,0,0
2003,235097,Eastern Washington University,1,EWU Main Campus,10337,0,0,1
2003,235103,Edmonds College,1,Main Campus,8385,0,0,0
2003,235316,Gonzaga University,1,Main Campus,5494,0,0,0
2003,235334,Grays Harbor College,1,Main Campus,2508,0,0,0
2003,235422,Heritage University,1,Heritage University Main Campus,1270,0,0,0
2003,235431,Highline College,1,Highline College,6225,0,0,0
2003,236258,Peninsula College,1,Main Campus,3843,0,0,1
2003,235237,Pierce College District,1,Pierce College Fort Steilacoom,7339,0,0,0
2003,236595,Seattle University,1,Main Campus,6659,0,0,0
2003,236610,Shoreline Community College,1,Shoreline Community College,6950,0,0,0
2003,236638,Skagit Valley College,1,Mount Vernon Campus,6028,0,0,0
2003,236638,Skagit Valley College,2,Whidbey Island Campus,6028,0,0,0
2003,236656,South Puget Sound Community College,1,Main Campus,5044,0,0,0
2003,236504,South Seattle College,1,South Seattle College,6523,0,0,0
2003,236692,Spokane Community College,1,Main Campus,7252,0,0,0
2003,236708,Spokane Falls Community College,1,Main Campus,10355,0,0,1
2003,236753,Tacoma Community College,1,Tacoma Community College,6661,0,2,0
2003,235167,The Evergreen State College,1,Main Campus,4380,0,0,0
2003,236948,University of Washington-Seattle Campus,1,Main Campus,39135,0,0,0
2003,236896,Walla Walla University,1,Main Campus,1918,0,0,0
2003,236939,Washington State University,1,Pullman Campus,22712,0,0,0
2003,237011,Western Washington University,1,Bellingham Campus,13845,0,0,0
2003,237057,Whitman College,1,Whitman College,1454,0,0,0
2004,235547,Bastyr University,1,Main Campus,1126,0,0,0
2004,235671,Bates Technical College,1,Downtown Campus,5327,0,0,0
2004,234669,Bellevue College,1,Main Campus,12621,0,0,0
2004,234696,Bellingham Technical College,1,Main Campus,2573,0,0,0
2004,234827,Central Washington University,1,Central Washington University,9912,0,0,0
2004,234845,Centralia College,1,Centralia College,3956,0,0,0
2004,234933,Clark College,1,Main Campus,9946,0,0,0
2004,234951,Clover Park Technical College,1,Lakewood Campus,8488,0,0,0
2004,235097,Eastern Washington University,1,EWU Main Campus,10706,0,0,0
2004,235103,Edmonds College,1,Main Campus,7619,0,2,0
2004,235316,Gonzaga University,1,Main Campus,5858,0,0,0
2004,235316,Gonzaga University,2,Gonzaga-In-Florence,5858,0,0,0
2004,235334,Grays Harbor College,1,Main Campus,2359,0,0,0
2004,235431,Highline College,1,Highline College,5610,0,0,0
2004,235237,Pierce College District,1,Pierce College Fort Steilacoom,7031,0,0,0
2004,236610,Shoreline Community College,1,Shoreline Community College,6723,0,0,0
2004,236638,Skagit Valley College,1,Mount Vernon Campus,5978,0,0,0
2004,236504,South Seattle College,1,South Seattle College,6054,0,0,0
2004,236692,Spokane Community College,1,Main Campus,6829,0,0,0
2004,236708,Spokane Falls Community College,1,Main Campus,8955,0,0,0
2004,236753,Tacoma Community College,1,Tacoma Community College,6471,0,0,0
2004,235167,The Evergreen State College,1,Main Campus,4410,0,0,0
2004,236948,University of Washington-Seattle Campus,1,Main Campus,39199,0,0,0
2004,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2100,0,0,0
2004,236896,Walla Walla University,1,Main Campus,1968,0,0,0
2004,236939,Washington State University,1,Pullman Campus,23241,0,0,0
2004,236939,Washington State University,2,Vancouver Campus,23241,0,0,0
2004,236975,Wenatchee Valley College,1,Main Campus,3353,0,0,0
2004,237011,Western Washington University,1,Bellingham Campus,14190,0,0,0
2004,237057,Whitman College,1,Whitman College,1481,0,0,0
2005,235547,Bastyr University,1,Main Campus,1076,0,0,0
2005,235671,Bates Technical College,1,Downtown Campus,5204,0,0,0
2005,234696,Bellingham Technical College,1,Main Campus,2398,0,0,0
2005,234711,Big Bend Community College,1,Main Campus,1800,0,0,0
2005,234827,Central Washington University,1,Central Washington University,10190,0,0,0
2005,234845,Centralia College,1,Centralia College,4037,0,0,0
2005,234933,Clark College,1,Main Campus,9820,0,1,0
2005,234951,Clover Park Technical College,1,Lakewood Campus,8383,0,0,0
2005,235097,Eastern Washington University,1,EWU Main Campus,10908,0,0,0
2005,235103,Edmonds College,1,Main Campus,7581,0,0,0
2005,235316,Gonzaga University,1,Main Campus,6377,0,0,0
2005,235316,Gonzaga University,2,Gonzaga-In-Florence,6377,0,0,0
2005,235334,Grays Harbor College,1,Main Campus,2308,0,0,0
2005,235431,Highline College,1,Highline College,5484,0,0,0
2005,235750,Lower Columbia College,1,Lower Columbia College,3073,0,0,0
2005,235237,Pierce College District,1,Pierce College Fort Steilacoom,7865,0,0,0
2005,236382,Renton Technical College,1,Renton Technical College,8217,0,0,0
2005,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1505,0,0,0
2005,236638,Skagit Valley College,1,Mount Vernon Campus,5485,0,0,0
2005,236656,South Puget Sound Community College,1,Main Campus,4529,0,0,0
2005,236504,South Seattle College,1,South Seattle College,6769,0,0,0
2005,236692,Spokane Community College,1,Main Campus,6535,0,0,0
2005,236753,Tacoma Community College,1,Tacoma Community College,6371,0,0,0
2005,235167,The Evergreen State College,1,Main Campus,4470,0,0,0
2005,236948,University of Washington-Seattle Campus,1,Main Campus,39251,0,0,0
2005,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2189,0,0,0
2005,236896,Walla Walla University,1,Main Campus,1942,0,0,0
2005,236939,Washington State University,1,Pullman Campus,23544,0,0,0
2005,236975,Wenatchee Valley College,1,Main Campus,3113,0,0,0
2005,237011,Western Washington University,1,Bellingham Campus,14247,0,0,0
2005,237057,Whitman College,1,Whitman College,1512,0,0,0
2006,235547,Bastyr University,1,Main Campus,1138,0,0,0
2006,234669,Bellevue College,1,Main Campus,12041,0,0,0
2006,234696,Bellingham Technical College,1,Main Campus,2417,0,0,0
2006,234711,Big Bend Community College,1,Main Campus,1868,0,0,0
2006,234827,Central Washington University,1,Central Washington University,10688,0,0,0
2006,234845,Centralia College,1,Centralia College,3205,0,0,0
2006,234915,City University of Seattle,2,Everett,3837,0,0,0
2006,234933,Clark College,1,Main Campus,9906,0,0,0
2006,235103,Edmonds College,1,Main Campus,8103,0,1,1
2006,235149,Everett Community College,1,Everett Community College,7141,0,0,0
2006,235316,Gonzaga University,1,Main Campus,6607,0,0,0
2006,235316,Gonzaga University,2,Gonzaga-In-Florence,6607,0,0,0
2006,235334,Grays Harbor College,1,Main Campus,2159,0,0,0
2006,235750,Lower Columbia College,1,Lower Columbia College,3268,0,0,0
2006,236230,Pacific Lutheran University,1,Main Campus,3640,0,0,0
2006,236258,Peninsula College,1,Main Campus,3948,0,0,0
2006,235237,Pierce College District,1,Pierce College Fort Steilacoom,7315,0,0,0
2006,236382,Renton Technical College,1,Renton Technical College,7906,0,0,0
2006,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1578,0,1,0
2006,236610,Shoreline Community College,1,Shoreline Community College,6033,0,0,0
2006,236638,Skagit Valley College,1,Mount Vernon Campus,5528,0,0,0
2006,236638,Skagit Valley College,2,Whidbey Island Campus,5528,0,0,0
2006,236656,South Puget Sound Community College,1,Main Campus,4837,0,0,0
2006,236504,South Seattle College,1,South Seattle College,6795,0,0,0
2006,236692,Spokane Community College,1,Main Campus,6695,0,0,0
2006,236753,Tacoma Community College,1,Tacoma Community College,5773,0,0,0
2006,235167,The Evergreen State College,1,Main Campus,4416,0,0,0
2006,236948,University of Washington-Seattle Campus,1,Main Campus,39524,0,0,0
2006,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,2292,0,0,0
2006,236896,Walla Walla University,1,Main Campus,1876,0,0,0
2006,236939,Washington State University,1,Pullman Campus,23655,0,0,5
2006,236975,Wenatchee Valley College,1,Main Campus,3146,0,0,0
2006,237011,Western Washington University,1,Bellingham Campus,14035,0,0,0
2006,237057,Whitman College,1,Whitman College,1455,0,0,0
2006,237066,Whitworth University,1,Main Campus,2504,0,0,0
2006,237109,Yakima Valley College,1,Main Campus,4308,0,0,0
2007,235547,Bastyr University,1,Main Campus,1103,0,0,0
2007,234669,Bellevue College,1,Main Campus,12305,0,0,0
2007,234696,Bellingham Technical College,1,Main Campus,2896,0,0,0
2007,234827,Central Washington University,1,Central Washington University,10505,0,0,0
2007,234915,City University of Seattle,2,Everett,3566,0,0,0
2007,235103,Edmonds College,1,Main Campus,8435,0,0,0
2007,235316,Gonzaga University,1,Main Campus,6873,0,0,0
2007,235316,Gonzaga University,2,Gonzaga-In-Florence,6873,0,0,0
2007,235334,Grays Harbor College,1,Main Campus,2050,0,0,0
2007,235501,International Air and Hospitality Academy,1,Main Campus,320,0,0,0
2007,236230,Pacific Lutheran University,1,Main Campus,3661,0,0,0
2007,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1605,0,0,1
2007,439914,Seattle Institute of East Asian Medicine,1,Main Campus,36,0,0,0
2007,236610,Shoreline Community College,1,Shoreline Community College,5581,0,0,0
2007,236638,Skagit Valley College,1,Mount Vernon Campus,5727,0,0,0
2007,236638,Skagit Valley College,2,Whidbey Island Campus,5727,0,0,0
2007,236656,South Puget Sound Community College,1,Main Campus,4947,0,0,0
2007,236504,South Seattle College,1,South Seattle College,6664,0,0,0
2007,236504,South Seattle College,2,Georgetown Campus,6664,0,0,0
2007,236692,Spokane Community College,1,Main Campus,6961,0,0,0
2007,236753,Tacoma Community College,1,Tacoma Community College,5811,2,1,0
2007,235167,The Evergreen State College,1,Main Campus,4586,0,0,0
2007,236948,University of Washington-Seattle Campus,1,Main Campus,40218,0,0,0
2007,236896,Walla Walla University,1,Main Campus,1829,0,0,0
2007,236939,Washington State University,1,Pullman Campus,24396,0,0,0
2007,236975,Wenatchee Valley College,1,Main Campus,3150,0,0,0
2007,237011,Western Washington University,1,Bellingham Campus,14276,0,0,0
2007,237057,Whitman College,1,Whitman College,1489,0,1,0
2007,237109,Yakima Valley College,1,Main Campus,4354,0,0,0
2008,235547,Bastyr University,1,Main Campus,988,0,0,0
2008,234696,Bellingham Technical College,1,Main Campus,2948,0,0,0
2008,234827,Central Washington University,1,Central Washington University,10662,0,0,0
2008,235103,Edmonds College,1,Main Campus,8989,0,0,0
2008,235316,Gonzaga University,1,Main Campus,7272,0,0,0
2008,235316,Gonzaga University,2,Gonzaga-In-Florence,7272,0,0,0
2008,235334,Grays Harbor College,1,Main Campus,2330,0,0,0
2008,235501,International Air and Hospitality Academy,1,Main Campus,297,0,0,0
2008,236072,North Seattle College,1,Main Campus,6243,0,0,0
2008,236133,Northwest University,1,Northwest University,1246,0,0,0
2008,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1659,0,0,0
2008,439914,Seattle Institute of East Asian Medicine,1,Main Campus,31,0,0,0
2008,236610,Shoreline Community College,1,Shoreline Community College,6001,0,0,0
2008,236656,South Puget Sound Community College,1,Main Campus,5424,0,0,0
2008,236504,South Seattle College,1,South Seattle College,7095,0,0,0
2008,236692,Spokane Community College,1,Main Campus,7092,0,0,0
2008,236753,Tacoma Community College,1,Tacoma Community College,6318,0,0,0
2008,235167,The Evergreen State College,1,Main Campus,4696,0,0,0
2008,236948,University of Washington-Seattle Campus,1,Main Campus,39675,0,0,0
2008,236896,Walla Walla University,1,Main Campus,1800,0,0,0
2008,236939,Washington State University,1,Pullman Campus,25352,0,10,10
2008,236975,Wenatchee Valley College,1,Main Campus,3504,0,0,0
2008,237011,Western Washington University,1,Bellingham Campus,14620,0,0,0
2008,237057,Whitman College,1,Whitman College,1458,0,0,0
2008,237109,Yakima Valley College,1,Main Campus,4388,0,0,0
2009,235547,Bastyr University,1,Main Campus,917,0,0,0
2009,235671,Bates Technical College,3,Central Campus,5458,0,0,0
2009,234696,Bellingham Technical College,1,Main Campus,2864,0,0,0
2009,234827,Central Washington University,1,Central Washington University,11357,0,0,0
2009,234933,Clark College,1,Main Campus,12989,0,0,0
2009,235097,Eastern Washington University,1,EWU Main Campus,11300,0,0,11
2009,235103,Edmonds College,1,Main Campus,9658,0,0,0
2009,235149,Everett Community College,1,Everett Community College,8313,0,0,0
2009,235316,Gonzaga University,1,Main Campus,7633,0,0,0
2009,235316,Gonzaga University,2,Gonzaga-In-Florence,7633,0,0,0
2009,235334,Grays Harbor College,1,Main Campus,2285,0,0,0
2009,235583,Highlights Beauty Schools,1,Main Campus,408,0,0,0
2009,407708,Highlights Beauty Schools,1,Branch Campus,389,0,0,0
2009,235501,International Air and Hospitality Academy,1,Main Campus,424,0,0,0
2009,235699,Lake Washington Institute of Technology,1,Kirkland Campus,4646,0,0,0
2009,235750,Lower Columbia College,1,Lower Columbia College,4290,0,0,0
2009,236072,North Seattle College,1,Main Campus,6524,0,0,0
2009,236133,Northwest University,1,Northwest University,1383,0,0,0
2009,236258,Peninsula College,1,Main Campus,3155,0,0,0
2009,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1672,0,0,0
2009,439914,Seattle Institute of East Asian Medicine,1,Main Campus,36,0,0,0
2009,236577,Seattle Pacific University,1,Main Campus,4000,0,0,0
2009,236595,Seattle University,1,Main Campus,7751,0,0,0
2009,236610,Shoreline Community College,1,Shoreline Community College,6277,0,0,0
2009,236656,South Puget Sound Community College,1,Main Campus,5651,0,0,0
2009,236504,South Seattle College,1,South Seattle College,6074,0,0,0
2009,236692,Spokane Community College,1,Main Campus,7445,0,0,0
2009,236753,Tacoma Community College,1,Tacoma Community College,6825,0,0,0
2009,235167,The Evergreen State College,1,Main Campus,4891,0,0,0
2009,377555,University of Washington-Bothell Campus,1,Bothell Campus,2925,0,0,0
2009,236948,University of Washington-Seattle Campus,1,Main Campus,45943,0,0,0
2009,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,3070,0,0,0
2009,236896,Walla Walla University,1,Main Campus,1808,0,0,0
2009,236939,Washington State University,1,Pullman Campus,26101,0,0,0
2009,236975,Wenatchee Valley College,1,Main Campus,3423,0,0,0
2009,237011,Western Washington University,1,Bellingham Campus,14575,0,0,0
2009,237057,Whitman College,1,Whitman College,1515,0,0,0
2009,237109,Yakima Valley College,1,Main Campus,4724,0,0,0
2010,235547,Bastyr University,1,Main Campus,970,0,0,0
2010,235671,Bates Technical College,1,Downtown Campus,4552,0,0,0
2010,235671,Bates Technical College,2,South Campus,4552,0,0,0
2010,235671,Bates Technical College,3,Central Campus,4552,0,0,0
2010,234696,Bellingham Technical College,1,Main Campus,2917,0,0,0
2010,234711,Big Bend Community College,1,Main Campus,2184,0,0,0
2010,234827,Central Washington University,1,Central Washington University,11614,0,0,0
2010,234845,Centralia College,1,Centralia College,3695,0,0,0
2010,234933,Clark College,1,Main Campus,13137,0,0,0
2010,235024,Cornish College of the Arts,1,Cornish College of the Arts,836,0,0,0
2010,235097,Eastern Washington University,1,EWU Main Campus,11534,1,7,4
2010,235103,Edmonds College,1,Main Campus,10274,0,0,0
2010,235149,Everett Community College,1,Everett Community College,9110,0,0,0
2010,235316,Gonzaga University,1,Main Campus,7738,0,0,0
2010,235316,Gonzaga University,2,Gonzaga-In-Florence,7738,0,0,0
2010,235334,Grays Harbor College,1,Main Campus,2526,0,0,0
2010,235431,Highline College,1,Highline College,6866,0,0,0
2010,236072,North Seattle College,1,Main Campus,6669,0,0,0
2010,380377,Northwest Indian College,1,Lummi Campus,626,0,0,0
2010,236230,Pacific Lutheran University,1,Main Campus,3543,0,0,0
2010,455406,Pacific Northwest University of Health Sciences,1,Main campus,224,0,0,0
2010,439914,Seattle Institute of East Asian Medicine,1,Main Campus,39,0,0,0
2010,236577,Seattle Pacific University,1,Main Campus,4117,0,0,0
2010,236595,Seattle University,1,Main Campus,7817,0,0,0
2010,236610,Shoreline Community College,1,Shoreline Community College,6314,0,0,0
2010,236656,South Puget Sound Community College,1,Main Campus,5586,0,0,0
2010,236504,South Seattle College,1,South Seattle College,5730,0,0,0
2010,236692,Spokane Community College,1,Main Campus,7022,0,0,0
2010,236708,Spokane Falls Community College,1,Main Campus,9767,0,0,0
2010,236753,Tacoma Community College,1,Tacoma Community College,8556,0,0,0
2010,235167,The Evergreen State College,1,Main Campus,4833,0,0,0
2010,377555,University of Washington-Bothell Campus,1,Bothell Campus,3273,0,0,8
2010,236948,University of Washington-Seattle Campus,1,Main Campus,42451,0,0,0
2010,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,3331,0,0,0
2010,236896,Walla Walla University,1,Main Campus,1791,0,0,0
2010,236939,Washington State University,1,Pullman Campus,26308,0,0,4
2010,236939,Washington State University,4,Tri Cities,26308,0,0,0
2010,236975,Wenatchee Valley College,1,Main Campus,3816,0,0,0
2010,237011,Western Washington University,1,Bellingham Campus,14979,0,0,0
2010,237057,Whitman College,1,Whitman College,1555,0,0,1
2010,237109,Yakima Valley College,1,Main Campus,4479,0,0,0
2011,245883,Antioch University-Seattle,1,Main Campus,946,0,0,0
2011,235547,Bastyr University,1,Main Campus,1018,0,0,0
2011,235671,Bates Technical College,1,Downtown Campus,4259,0,0,0
2011,235671,Bates Technical College,2,South Campus,4259,0,0,0
2011,235671,Bates Technical College,3,Central Campus,4259,0,0,0
2011,234669,Bellevue College,1,Main Campus,14156,0,0,0
2011,234669,Bellevue College,2,North Campus,14156,0,0,0
2011,234696,Bellingham Technical College,1,Main Campus,2628,0,0,0
2011,234711,Big Bend Community College,1,Main Campus,1946,0,0,0
2011,234827,Central Washington University,1,Central Washington University,11320,0,0,0
2011,234845,Centralia College,1,Centralia College,3544,0,0,0
2011,234915,City University of Seattle,11,Victoria- B.C.,2302,0,0,0
2011,234915,City University of Seattle,12,Calgary- AB,2302,0,0,0
2011,234951,Clover Park Technical College,1,Lakewood Campus,4738,0,0,0
2011,235024,Cornish College of the Arts,1,Cornish College of the Arts,833,0,0,0
2011,235097,Eastern Washington University,1,EWU Main Campus,12126,0,0,2
2011,235103,Edmonds College,1,Main Campus,9798,0,0,0
2011,235149,Everett Community College,1,Everett Community College,6970,0,0,0
2011,235316,Gonzaga University,1,Main Campus,7764,0,0,0
2011,235316,Gonzaga University,2,Gonzaga-In-Florence,7764,0,0,0
2011,235422,Heritage University,1,Heritage University Main Campus,1215,0,0,0
2011,235431,Highline College,1,Highline College,6743,0,0,0
2011,236230,Pacific Lutheran University,1,Main Campus,3461,0,0,0
2011,455406,Pacific Northwest University of Health Sciences,1,Main campus,294,0,0,0
2011,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1800,0,0,0
2011,236513,Seattle Central College,1,Seattle Central College,7186,0,0,0
2011,236513,Seattle Central College,2,Seattle Maritime Academy,7186,0,0,0
2011,236513,Seattle Central College,3,Seattle Central Wood Technology Center,7186,0,0,0
2011,439914,Seattle Institute of East Asian Medicine,1,Main Campus,41,0,0,0
2011,236577,Seattle Pacific University,1,Main Campus,4167,0,0,5
2011,236595,Seattle University,1,Main Campus,7755,0,0,0
